MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
19.9407	18.9974	18.7246	18.5648	1.216	0.160	0
24.0272	22.7036	21.7510	21.4691	2.276	0.282	0
19.6966	17.2583	17.7280	15.9738	1.969	1.754	0
22.7083	20.4149	19.5105	19.1162	3.198	0.394	0
21.3913	20.2677	19.8828	19.7121	1.509	0.171	0
25.2304	22.0120	21.0304	20.6148	4.200	0.416	0
22.4750	20.7353	19.6587	19.1834	2.816	0.475	0
23.6454	21.9681	21.2326	20.9270	2.413	0.306	0
21.8297	20.5759	20.0992	19.8803	1.731	0.219	0
20.7626	19.3068	18.7473	18.5366	2.015	0.211	0
23.4213	22.6788	21.9585	21.4586	1.463	0.500	0
24.1531	21.5747	20.3220	19.7333	3.831	0.589	0
24.3854	20.8265	19.4473	18.6358	4.938	0.812	0
24.8327	20.3735	19.7793	19.4897	5.053	0.290	0
24.6741	21.0898	20.0800	19.6783	4.594	0.402	0
23.5656	22.1257	21.1515	20.7395	2.414	0.412	0
24.6991	21.5313	20.1379	19.6395	4.561	0.498	0
22.8270	21.5914	20.4105	19.9081	2.417	0.502	0
25.4807	21.3610	19.9275	18.6645	5.553	1.263	0
22.1774	19.3692	17.9960	17.1720	4.181	0.824	0
22.5735	21.5198	21.1225	20.9162	1.451	0.206	0
21.5243	20.5359	20.2230	20.1306	1.301	0.092	0
22.2921	21.1315	20.8498	20.6737	1.442	0.176	0
22.7391	22.2073	21.3609	21.0329	1.378	0.328	0
22.1825	21.1753	20.9377	20.7712	1.245	0.167	0
24.8821	22.0194	20.3398	19.6824	4.542	0.657	0
22.7693	21.9322	21.4885	21.3153	1.281	0.173	0
24.5238	21.4321	19.9595	19.2846	4.564	0.675	0
23.2264	22.4835	21.6300	21.2992	1.596	0.331	0
24.6898	20.4827	19.6557	19.4067	5.034	0.249	0
25.2582	23.0101	21.7664	21.3560	3.492	0.410	0
21.8634	21.2455	20.6812	20.6985	1.182	-0.017	0
22.3097	21.7214	21.0871	20.8679	1.223	0.219	0
24.7367	22.0283	20.6215	19.8564	4.115	0.765	0
22.9677	21.7393	21.6465	21.4560	1.321	0.191	0
22.6844	22.3357	21.6927	21.3961	0.992	0.297	0
21.5196	20.9715	20.7802	20.1212	0.739	0.659	0
23.3070	22.5353	21.7889	21.5021	1.518	0.287	0
20.2791	18.3459	17.4210	16.9669	2.858	0.454	0
22.3630	20.8646	20.5159	20.3132	1.847	0.203	0
22.1205	20.3636	19.5929	19.2661	2.528	0.327	0
23.0538	22.4206	21.9931	21.8056	1.061	0.188	0
22.0978	20.6866	19.7315	19.3385	2.366	0.393	0
19.4179	18.2682	17.8190	17.6176	1.599	0.201	0
21.6700	21.1467	21.0023	20.7127	0.668	0.290	0
23.9806	21.1146	19.7989	18.6633	4.182	1.136	0
21.7136	20.4762	19.5402	19.0759	2.173	0.464	0
20.4480	19.5361	19.2760	19.1639	1.172	0.112	0
20.0896	17.8992	17.0484	16.7082	3.041	0.340	0
14.4259	14.5380	14.2663	13.9144	0.160	0.352	0
21.8658	21.2167	20.7037	20.5669	1.162	0.137	0
22.7715	21.9656	21.0367	20.7592	1.735	0.278	0
22.9003	19.9378	18.4209	16.7745	4.479	1.646	0
22.4739	21.3381	21.0135	20.8600	1.460	0.153	0
21.1037	20.0777	19.8333	19.6964	1.270	0.137	0
22.0396	21.1808	20.4647	20.1510	1.575	0.314	0
23.0189	22.1987	21.4852	20.9241	1.534	0.561	0
22.4054	21.1853	20.9571	20.7626	1.448	0.194	0
24.3331	21.7562	20.5110	20.0296	3.822	0.481	0
20.5249	19.2076	18.6986	18.4868	1.826	0.212	0
23.0672	21.8599	21.6058	21.4060	1.461	0.200	0
23.3229	20.4867	19.1486	17.7324	4.174	1.416	0
20.0868	18.4476	17.8933	17.6475	2.194	0.246	0
21.5264	20.5555	20.2398	20.0626	1.287	0.177	0
23.2165	22.3999	21.4115	21.1372	1.805	0.274	0
21.5687	20.6530	19.4830	19.0827	2.086	0.400	0
22.8912	21.4760	21.2485	21.1078	1.643	0.141	0
24.4773	22.8535	21.7193	21.3861	2.758	0.333	0
22.2821	21.2817	20.9757	20.8138	1.306	0.162	0
18.1786	17.0015	16.6646	16.5070	1.514	0.158	0
22.5042	21.2468	20.8175	20.5900	1.687	0.227	0
25.4238	22.0269	21.0083	20.5480	4.415	0.460	0
23.4000	22.7589	21.9387	21.5905	1.461	0.348	0
19.1772	17.7338	17.1431	16.9047	2.034	0.238	0
19.5585	18.2986	18.4296	18.5371	1.129	-0.108	0
25.0306	21.8680	20.9260	20.4334	4.105	0.493	0
22.2391	21.5135	21.6400	20.9843	0.599	0.656	0
23.7317	22.3224	21.3200	20.9054	2.412	0.415	0
22.8844	22.1337	21.4443	20.9631	1.440	0.481	0
21.7754	21.0337	20.8023	20.8148	0.973	-0.013	0
23.3517	20.7320	20.0676	19.6875	3.284	0.380	0
23.5048	22.6755	21.7820	21.4519	1.723	0.330	0
22.2291	21.3977	20.6807	20.3020	1.548	0.379	0
21.6663	20.5749	20.3276	20.1838	1.339	0.144	0
20.5759	18.7780	18.1097	17.8676	2.466	0.242	0
18.7659	17.3890	16.8789	16.6408	1.887	0.238	0
20.2850	18.2250	17.4514	17.1744	2.834	0.277	0
22.8396	20.4091	19.1725	18.6570	3.667	0.516	0
23.3530	21.7269	20.1842	19.6041	3.169	0.580	0
20.9384	18.8213	18.4132	18.1653	2.525	0.248	0
21.7353	21.4575	21.1378	20.8333	0.597	0.305	0
24.1985	22.4134	20.9674	20.3958	3.231	0.572	0
21.8390	21.3378	20.7341	20.5960	1.105	0.138	0
22.0747	19.3733	17.9342	17.2534	4.140	0.681	0
23.7594	22.1612	21.4450	21.2174	2.314	0.228	0
23.2984	20.9679	20.0484	19.6939	3.250	0.355	0
23.7006	22.0851	21.4993	21.2406	2.201	0.259	0
24.1208	21.2454	19.9230	18.8883	4.198	1.035	0
21.9661	20.9376	20.6243	20.4715	1.342	0.153	0
22.0073	20.7258	20.3889	20.3085	1.618	0.080	0
24.3954	22.2756	21.9484	21.5425	2.447	0.406	0
22.9158	21.6123	21.1963	20.9957	1.719	0.201	0
23.2104	21.6041	20.9283	20.6218	2.282	0.307	0
22.5201	22.2885	21.4664	21.4270	1.054	0.039	0
24.3582	22.3670	21.3289	20.8235	3.029	0.505	0
23.9159	20.7057	19.1746	17.6438	4.741	1.531	0
