MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
21.4619	20.0837	19.5782	19.3477	1.884	0.230	0
22.4950	20.7580	20.1302	19.8438	2.365	0.286	0
22.8613	21.6584	20.6672	20.2330	2.194	0.434	0
23.9688	22.7753	21.9389	21.5457	2.030	0.393	0
20.3325	17.4493	17.4247	14.8839	2.908	2.541	0
21.2596	19.8331	19.2998	19.0763	1.960	0.224	0
23.8729	21.6819	20.8410	20.5533	3.032	0.288	0
23.7970	22.4471	21.7109	21.1786	2.086	0.532	0
19.4886	18.3974	17.9892	17.7967	1.499	0.193	0
24.0298	22.7338	21.8229	21.3063	2.207	0.517	0
22.3993	21.3564	21.1121	21.0528	1.287	0.059	0
22.0336	20.2266	19.2285	18.7737	2.805	0.455	0
21.6417	20.6704	20.4460	20.3211	1.196	0.125	0
21.7676	20.7361	20.2808	20.0404	1.487	0.240	0
23.1007	21.9049	20.6162	19.9787	2.485	0.637	0
19.4867	18.5174	18.2376	18.0876	1.249	0.150	0
22.4850	21.7026	21.2452	21.2419	1.240	0.003	0
22.3522	21.9789	21.3807	20.9977	0.972	0.383	0
21.2199	18.3210	17.0042	16.3407	4.216	0.663	0
25.2980	22.1947	20.8336	20.3782	4.464	0.455	0
19.2074	18.0967	17.9160	17.5874	1.291	0.329	0
22.8255	21.8322	21.5894	21.2586	1.236	0.331	0
20.9808	19.5788	19.1074	18.9353	1.873	0.172	0
19.2126	17.3774	16.7415	16.4838	2.471	0.258	0
24.4862	21.5555	20.5312	20.0442	3.955	0.487	0
25.2591	22.3468	20.8609	20.2689	4.398	0.592	0
21.4593	20.4975	20.1625	19.9505	1.297	0.212	0
22.5069	22.0998	21.4231	21.2679	1.084	0.155	0
24.2362	22.6113	21.1933	20.2943	3.043	0.899	0
23.4166	20.7303	19.2665	18.4168	4.150	0.850	0
25.6461	23.2652	21.8879	20.6573	3.758	1.231	0
22.1769	21.2061	20.8053	20.5965	1.372	0.209	0
23.2566	20.6051	19.1446	18.0242	4.112	1.120	0
24.1642	22.2782	21.6320	21.2699	2.532	0.362	0
20.6187	18.6060	17.7407	17.3409	2.878	0.400	0
22.4655	19.8098	18.4064	17.7235	4.059	0.683	0
23.9351	20.8736	19.4404	17.9660	4.495	1.474	0
21.0593	19.9238	19.6800	19.5293	1.379	0.151	0
22.9185	22.0093	21.8868	21.7999	1.032	0.087	0
21.9566	20.5405	19.8915	19.6316	2.065	0.260	0
24.9890	20.5823	19.5568	19.0329	5.432	0.524	0
23.1242	22.1175	21.7955	21.2958	1.329	0.500	0
21.9433	18.9983	17.5998	16.2822	4.344	1.318	0
23.8758	21.3278	20.4914	19.9531	3.384	0.538	0
23.5981	22.2182	21.0989	20.6377	2.499	0.461	0
20.7205	19.5431	19.0652	18.7939	1.655	0.271	0
23.1966	20.8751	19.5484	18.5854	3.648	0.963	0
22.6684	21.5673	21.3223	21.0746	1.346	0.248	0
23.7860	22.8368	21.6463	21.2672	2.140	0.379	0
21.9440	20.9505	20.6284	20.4022	1.316	0.226	0
23.9578	21.8651	21.1495	20.9114	2.808	0.238	0
25.1238	23.0552	21.7933	21.1396	3.330	0.654	0
20.5111	19.4638	19.1433	18.9989	1.368	0.144	0
22.6521	21.3563	20.5004	19.9936	2.152	0.507	0
22.0471	21.0433	20.2148	19.8119	1.832	0.403	0
19.8617	18.5697	18.1158	17.9322	1.746	0.184	0
22.3652	21.2985	21.0059	20.8032	1.359	0.203	0
24.6374	22.6670	21.6178	21.1411	3.020	0.477	0
22.3529	21.1607	20.0054	19.4390	2.347	0.566	0
22.7492	22.6202	21.8121	21.6359	0.937	0.176	0
22.5232	19.7800	18.4122	17.6611	4.111	0.751	0
22.9427	21.2999	20.7666	20.5257	2.176	0.241	0
23.9522	21.4834	20.2676	19.7304	3.685	0.537	0
23.6110	20.3818	18.9397	17.7174	4.671	1.222	0
19.9517	17.7511	16.8182	16.4794	3.134	0.339	0
21.9636	20.4635	19.7818	19.4598	2.182	0.322	0
21.2727	20.1408	19.8217	19.6461	1.451	0.176	0
24.7162	22.6897	21.8688	21.3488	2.847	0.520	0
19.8313	18.4816	17.9781	17.7494	1.853	0.229	0
22.8178	21.4898	20.5338	19.9765	2.284	0.557	0
22.0593	20.8240	20.3047	20.0499	1.755	0.255	0
21.0080	20.0690	19.7830	19.5922	1.225	0.191	0
21.0378	20.1288	19.8935	19.7399	1.144	0.154	0
22.7494	22.0651	21.7742	21.6847	0.975	0.090	0
21.4738	19.2101	18.1617	17.7234	3.312	0.438	0
21.7927	20.7893	20.5722	20.4485	1.220	0.124	0
19.8988	18.4061	17.8807	17.6695	2.018	0.211	0
22.3045	21.4828	20.5384	20.2960	1.766	0.242	0
23.9704	22.3529	21.3302	20.9247	2.640	0.406	0
23.6163	22.3207	21.7326	21.4337	1.884	0.299	0
22.0985	20.2704	19.1792	18.7319	2.919	0.447	0
22.9451	21.2394	20.5074	20.2446	2.438	0.263	0
23.1715	22.8875	21.9547	21.4668	1.217	0.488	0
22.9411	21.9874	21.5839	21.4940	1.357	0.090	0
24.3840	22.4675	21.7913	21.4039	2.593	0.387	0
22.9926	20.2691	18.7810	17.2797	4.212	1.501	0
22.5512	21.4598	21.0132	20.6608	1.538	0.352	0
23.4125	22.8753	21.9860	21.5503	1.427	0.436	0
21.3808	20.1117	19.6132	19.3764	1.768	0.237	0
23.8166	22.7386	21.9617	21.8472	1.855	0.115	0
24.2248	21.7754	20.1742	19.5925	4.051	0.582	0
24.5141	22.9150	21.9332	21.4463	2.581	0.487	0
23.8035	22.7945	21.9881	21.7913	1.815	0.197	0
22.6346	21.6154	21.2114	20.8445	1.423	0.367	0
22.0219	21.0347	20.7336	20.5363	1.288	0.197	0
22.6394	19.9944	18.6473	18.0050	3.992	0.642	0
24.6723	21.1568	20.0224	19.4958	4.650	0.527	0
22.9587	21.5102	20.5866	20.0606	2.372	0.526	0
23.4630	21.5835	20.7497	20.3470	2.713	0.403	0
23.8668	22.9016	21.8323	21.3513	2.035	0.481	0
24.4551	21.4124	20.0219	19.3334	4.433	0.688	0
22.1430	21.2557	21.0776	20.9943	1.065	0.083	0
23.4713	21.5971	20.7985	20.6605	2.673	0.138	0
21.3022	20.4113	20.2405	20.1336	1.062	0.107	0
23.2220	21.1761	19.8157	18.8972	3.406	0.919	0
19.3329	17.8070	17.2963	17.0605	2.037	0.236	0
25.5650	22.8165	21.4254	20.2916	4.140	1.134	0
22.8400	21.9694	21.7167	21.4609	1.123	0.256	0
23.5187	22.5090	21.5356	21.1173	1.983	0.418	0
23.5765	22.3178	21.4701	21.2141	2.106	0.256	0
23.9440	21.9932	21.3364	21.1282	2.608	0.208	0
22.4815	21.0138	20.4903	20.2232	1.991	0.267	0
21.2090	19.8043	19.3256	19.1077	1.883	0.218	0
23.3373	21.6050	20.9292	20.6770	2.408	0.252	0
22.1206	20.8479	20.3827	20.1396	1.738	0.243	0
22.3777	21.5020	21.1812	20.9463	1.197	0.235	0
23.0975	21.7106	20.9855	20.8532	2.112	0.132	0
23.1345	22.0485	21.7809	21.4892	1.354	0.292	0
23.9729	21.4341	20.0935	19.4227	3.879	0.671	0
23.4892	20.8992	19.4909	18.3566	3.998	1.134	0
20.6490	19.5814	19.1349	18.9074	1.514	0.227	0
23.1239	21.7321	20.9395	20.5875	2.184	0.352	0
21.6751	20.2301	19.6551	19.4015	2.020	0.254	0
22.1904	21.2139	21.0422	20.8400	1.148	0.202	0
21.7012	21.3870	20.9149	20.2693	0.786	0.646	0
24.4512	21.0784	19.6070	19.0802	4.844	0.527	0
18.6501	16.8577	17.6719	15.9626	0.978	1.709	0
24.4396	22.9507	21.6281	20.9419	2.812	0.686	0
19.8180	18.6171	18.0375	17.6520	1.781	0.385	0
21.7021	20.7170	20.4971	20.2775	1.205	0.220	0
21.5870	21.8017	21.6619	21.5892	-0.075	0.073	0
22.6486	21.7549	21.3829	21.2850	1.266	0.098	0
24.1470	22.7751	21.6043	20.7708	2.543	0.833	0
23.5824	21.6459	20.1488	18.7594	3.434	1.389	0
22.5015	20.5479	19.7385	19.3856	2.763	0.353	0
22.9361	22.1213	21.9184	21.5130	1.018	0.405	0
20.2482	18.8739	18.3917	18.1723	1.856	0.219	0
23.3391	20.9121	19.9346	19.5341	3.404	0.401	0
21.9023	19.2802	18.1370	17.5857	3.765	0.551	0
23.9143	22.7365	21.8343	21.6092	2.080	0.225	0
24.8036	22.5203	21.8186	21.4928	2.985	0.326	0
21.3415	18.8826	17.7978	17.3686	3.544	0.429	0
23.3179	22.8263	21.6254	21.0579	1.692	0.568	0
24.5881	20.8364	19.4014	17.8699	5.187	1.531	0
20.7058	19.6593	19.2886	19.1068	1.417	0.182	0
24.6927	22.3589	21.5503	21.1343	3.142	0.416	0
19.1409	18.0991	17.7954	17.6485	1.345	0.147	0
20.1426	18.0381	17.1587	16.7863	2.984	0.372	0
23.2234	22.0409	21.0442	20.5574	2.179	0.487	0
22.1493	21.1978	20.4867	20.1226	1.663	0.364	0
19.9471	18.9216	18.7346	18.6170	1.212	0.118	0
23.3990	21.1790	20.1069	19.6286	3.292	0.478	0
21.0281	19.8725	19.5098	19.3441	1.518	0.166	0
18.9743	17.8969	17.6197	17.4703	1.355	0.149	0
21.3330	20.2378	19.7352	19.4396	1.598	0.296	0
24.6361	22.0650	21.2850	20.7992	3.351	0.486	0
21.5450	21.3809	21.1836	21.0392	0.361	0.144	0
23.0383	22.4187	21.5947	21.4142	1.444	0.181	0
24.4081	22.3000	21.1223	20.7490	3.286	0.373	0
25.2660	22.0004	21.0103	20.3477	4.256	0.663	0
19.2429	18.2689	18.0076	17.8486	1.235	0.159	0
22.5451	19.5524	17.9849	16.2795	4.560	1.705	0
25.4215	22.5156	21.5329	21.0907	3.889	0.442	0
23.3352	22.3327	21.5616	21.2168	1.774	0.345	0
22.7893	21.8597	21.4517	21.2239	1.338	0.228	0
23.3841	22.2950	21.4422	20.9331	1.942	0.509	0
22.2040	21.1480	20.9239	20.7168	1.280	0.207	0
22.8892	20.2159	19.1039	18.6688	3.785	0.435	0
21.5309	20.5870	20.3431	20.1941	1.188	0.149	0
22.0514	20.9939	20.7253	20.5268	1.326	0.198	0
23.4632	20.7858	19.4681	18.7887	3.995	0.679	0
23.4573	22.3153	21.9918	21.9062	1.465	0.086	0
20.2574	18.4639	17.7717	17.4871	2.486	0.285	0
22.3067	21.4599	20.8436	20.5828	1.463	0.261	0
22.0746	21.8309	21.6913	21.5530	0.383	0.138	0
20.6076	17.7993	17.8428	15.8726	2.765	1.970	0
23.2796	22.0451	21.6810	21.5761	1.599	0.105	0
25.4201	22.4785	21.4471	20.9602	3.973	0.487	0
24.3374	22.0635	21.3412	20.9895	2.996	0.352	0
23.8378	22.3164	21.5881	20.9648	2.250	0.623	0
22.1148	20.9767	20.7143	20.5541	1.400	0.160	0
24.0919	22.7304	21.9548	21.5270	2.137	0.428	0
25.6326	22.0543	20.7972	20.2526	4.835	0.545	0
22.1027	21.5981	21.2229	20.7206	0.880	0.502	0
19.1676	17.8831	17.4439	17.2374	1.724	0.206	0
20.4054	18.2919	17.5079	17.1921	2.897	0.316	0
19.7881	18.6506	18.1399	17.8034	1.648	0.337	0
21.4876	21.1437	21.1782	20.9059	0.309	0.272	0
23.2577	21.5572	20.7860	20.4017	2.472	0.384	0
22.3595	21.2867	20.4321	19.9850	1.927	0.447	0
19.9770	18.9155	18.6743	18.5439	1.303	0.130	0
23.1471	21.8463	21.5849	21.4050	1.562	0.180	0
21.2847	20.1963	19.9145	19.7528	1.370	0.162	0
22.9980	21.9949	20.9889	20.6641	2.009	0.325	0
23.4574	22.6302	21.9528	21.6592	1.505	0.294	0
23.0490	22.0750	21.6844	21.5240	1.365	0.160	0
23.0485	22.3058	21.8295	20.9987	1.219	0.831	0
25.1688	21.9912	20.8014	20.3038	4.367	0.498	0
22.5073	21.6131	21.3195	21.0397	1.188	0.280	0
22.5415	21.3984	20.7186	20.3030	1.823	0.416	0
23.5848	22.0255	21.2992	20.9185	2.286	0.381	0
23.4143	22.1608	21.6049	21.3653	1.809	0.240	0
22.5452	21.0480	20.5405	20.2706	2.005	0.270	0
23.2677	20.3569	19.0538	18.4535	4.214	0.600	0
22.9274	21.8909	21.4486	21.1985	1.479	0.250	0
24.6197	21.7939	20.6434	20.1806	3.976	0.463	0
25.2717	23.7494	21.3855	21.7687	3.886	-0.383	0
23.4690	22.4099	21.3372	21.0083	2.132	0.329	0
23.4442	22.6044	21.7878	21.5751	1.656	0.213	0
21.9100	21.0209	20.4721	20.1872	1.438	0.285	0
24.2931	20.8348	19.3971	18.0876	4.896	1.309	0
21.4661	19.0590	17.9294	17.5036	3.537	0.426	0
23.2363	22.2273	21.2545	20.9011	1.982	0.353	0
23.2642	20.8588	19.9344	19.5375	3.330	0.397	0
21.9849	21.0323	20.8206	20.6742	1.164	0.146	0
22.2822	21.7903	21.5039	21.3130	0.778	0.191	0
23.7094	24.2577	21.8106	21.3727	1.899	0.438	0
24.6629	23.5279	21.5445	21.0940	3.118	0.451	0
24.5478	22.8280	21.9670	21.1827	2.581	0.784	0
20.9411	19.8308	19.4323	19.2285	1.509	0.204	0
21.9068	20.8662	20.4653	20.2041	1.441	0.261	0
24.0298	21.7855	20.8732	20.5784	3.157	0.295	0
23.4300	22.1060	21.7110	21.6157	1.719	0.095	0
23.1744	22.0675	20.9719	20.4628	2.202	0.509	0
22.9882	21.8654	21.4405	21.2911	1.548	0.149	0
22.2956	21.2840	20.9999	20.8346	1.296	0.165	0
23.8828	22.4172	21.5578	21.1416	2.325	0.416	0
19.2356	18.1141	17.6694	17.4377	1.566	0.232	0
24.3826	22.3916	21.2306	20.6789	3.152	0.552	0
19.6374	19.2710	19.1630	18.8639	0.474	0.299	0
20.8481	20.7793	20.9105	20.6624	-0.062	0.248	0
22.5860	22.0362	21.7484	21.7022	0.838	0.046	0
23.3933	21.1799	20.1256	19.7696	3.268	0.356	0
23.0918	22.1989	21.8655	21.7450	1.226	0.120	0
19.5737	17.5401	16.7729	16.4615	2.801	0.311	0
22.2837	21.5319	21.0653	20.6488	1.218	0.417	0
22.5784	21.3409	21.0162	20.8855	1.562	0.131	0
22.1771	21.0336	20.4646	20.1737	1.712	0.291	0
23.1019	20.5599	19.3166	18.8095	3.785	0.507	0
23.4464	21.6296	20.9664	20.6564	2.480	0.310	0
20.6102	19.6645	19.3756	19.2605	1.235	0.115	0
19.5367	19.2186	19.0022	18.7801	0.535	0.222	0
21.4018	19.5900	18.8564	18.4941	2.545	0.362	0
20.9933	20.0460	19.8829	19.7284	1.110	0.155	0
23.4779	20.4777	19.1589	17.9583	4.319	1.201	0
22.7876	20.6512	20.2121	20.0562	2.576	0.156	0
23.2048	19.8462	18.2101	16.4835	4.995	1.727	0
22.9966	21.9298	21.7019	21.4941	1.295	0.208	0
23.5379	21.2650	19.9631	19.5120	3.575	0.451	0
23.3816	23.9114	21.8772	20.7613	1.504	1.116	0
23.5221	22.7660	21.8769	21.4968	1.645	0.380	0
20.6657	19.2153	18.5966	18.2921	2.069	0.304	0
23.1632	21.7819	21.2725	20.9637	1.891	0.309	0
23.4008	21.4452	20.7823	20.4027	2.618	0.380	0
23.3455	22.5729	21.6878	21.4850	1.658	0.203	0
22.6352	22.0558	21.4144	21.2312	1.221	0.183	0
25.3494	22.4659	21.5614	21.1735	3.788	0.388	0
21.2930	18.5912	17.3772	16.8403	3.916	0.537	0
25.3747	23.3263	21.5968	20.6050	3.778	0.992	0
23.6791	22.2811	21.7646	21.4570	1.914	0.308	0
21.6554	21.3139	20.6828	20.4311	0.973	0.252	0
20.4608	19.1276	18.6039	18.3778	1.857	0.226	0
23.3031	22.1388	20.8841	20.3396	2.419	0.545	0
21.9633	20.9099	20.5400	20.2936	1.423	0.246	0
24.4223	22.0806	20.9472	20.4172	3.475	0.530	0
24.1406	22.8911	21.8725	21.1250	2.268	0.747	0
23.0634	21.8040	20.4350	19.9569	2.628	0.478	0
21.1917	20.1154	19.7208	19.5317	1.471	0.189	0
15.3878	15.6115	15.5136	14.8445	-0.126	0.669	0
19.4873	18.1556	17.7351	17.5680	1.752	0.167	0
19.7706	18.1044	17.4979	17.2344	2.273	0.264	0
24.1996	22.7356	21.9072	21.8067	2.292	0.101	0
20.7158	19.7714	19.4986	19.3479	1.217	0.151	0
23.5200	22.3486	21.5857	21.3241	1.934	0.262	0
23.3803	21.9966	21.2905	21.3750	2.090	-0.084	0
22.8490	22.3664	21.4995	21.3391	1.350	0.160	0
21.2193	20.1768	19.9176	19.7529	1.302	0.165	0
23.1266	20.0963	19.0525	18.5022	4.074	0.550	0
21.0987	19.8759	19.3350	19.0712	1.764	0.264	0
23.8238	20.7696	19.3255	18.2965	4.498	1.029	0
22.9234	22.1083	21.4280	21.1698	1.495	0.258	0
24.6033	22.6341	21.7077	20.7907	2.896	0.917	0
23.3589	22.2344	21.3399	21.0863	2.019	0.254	0
22.4359	21.3004	21.0549	20.8318	1.381	0.223	0
23.7982	21.4442	20.1291	19.8294	3.669	0.300	0
19.0962	17.5922	17.1027	16.8943	1.994	0.208	0
22.8874	21.8980	21.3137	21.0225	1.574	0.291	0
23.8750	22.3592	21.5216	21.2781	2.353	0.244	0
22.8024	20.7759	19.7577	19.4388	3.045	0.319	0
23.1302	22.2906	21.1350	20.5907	1.995	0.544	0
25.2592	22.2490	20.9163	20.2108	4.343	0.705	0
23.4156	22.2519	21.8384	21.8062	1.577	0.032	0
22.3276	21.2354	20.9606	20.8067	1.367	0.154	0
23.3808	22.7879	21.8896	21.5158	1.491	0.374	0
18.3686	16.6614	17.4892	15.7912	0.879	1.698	0
24.1039	21.4536	20.5088	20.0428	3.595	0.466	0
24.6111	21.6746	21.1596	20.9706	3.451	0.189	0
22.8330	22.3480	21.7566	21.2801	1.076	0.476	0
22.1023	21.2552	20.9193	20.7144	1.183	0.205	0
24.4712	22.5629	21.3307	20.6422	3.141	0.688	0
20.7388	19.7450	19.5274	19.3937	1.211	0.134	0
20.1358	19.1767	18.6303	18.2224	1.505	0.408	0
23.1338	22.2194	21.8553	21.5740	1.278	0.281	0
23.0592	22.3645	21.9830	21.8547	1.076	0.128	0
21.7407	20.8092	20.6000	20.2690	1.141	0.331	0
21.3131	18.7331	17.5584	17.0694	3.755	0.489	0
19.0886	18.0506	17.7703	17.6091	1.318	0.161	0
24.5276	22.8964	21.9644	21.4916	2.563	0.473	0
23.9761	22.3530	21.7075	20.9961	2.269	0.711	0
23.0574	22.0615	21.8278	21.3557	1.230	0.472	0
22.2863	20.9745	19.9831	19.5419	2.303	0.441	0
24.5233	22.2162	21.0008	20.4961	3.523	0.505	0
21.7495	21.7236	21.1004	21.1034	0.649	-0.003	0
23.6080	20.7560	19.4181	17.9653	4.190	1.453	0
18.5093	17.4970	17.2122	17.0992	1.297	0.113	0
18.5668	17.2083	16.7654	16.5589	1.801	0.206	0
21.1105	19.2511	18.5582	18.2972	2.552	0.261	0
24.6836	22.7044	21.6750	21.2270	3.009	0.448	0
22.0658	20.9835	20.7749	20.5321	1.291	0.243	0
22.1634	19.3921	18.0207	16.6469	4.143	1.374	0
20.9695	19.9974	19.6779	19.4652	1.292	0.213	0
22.7327	21.8048	21.5129	21.3949	1.220	0.118	0
23.8820	22.4812	21.8967	21.9630	1.985	-0.066	0
23.7374	20.6286	19.7032	19.2364	4.034	0.467	0
24.5723	22.0043	21.2552	20.9412	3.317	0.314	0
22.4418	21.4808	21.2812	21.1746	1.161	0.107	0
19.3646	18.3279	18.0436	17.7338	1.321	0.310	0
24.2578	22.4814	21.4658	20.7379	2.792	0.728	0
21.9946	21.1291	20.8096	20.5643	1.185	0.245	0
22.6846	20.3999	19.4291	18.9997	3.256	0.429	0
23.5010	20.6783	19.1976	18.6691	4.303	0.528	0
23.1674	22.7020	21.9306	21.5196	1.237	0.411	0
24.7459	22.4548	21.3646	20.9371	3.381	0.427	0
21.6683	20.1839	19.6111	19.3556	2.057	0.255	0
24.3682	22.1582	20.9725	20.4946	3.396	0.478	0
22.6641	21.6510	21.3504	21.2637	1.314	0.087	0
22.0558	20.9537	20.4848	20.2242	1.571	0.261	0
24.2665	20.2822	19.3955	18.9325	4.871	0.463	0
14.9517	15.0391	14.7702	14.1668	0.182	0.603	0
22.6976	22.0673	21.5956	21.4965	1.102	0.099	0
24.7668	22.0452	21.0613	20.7845	3.705	0.277	0
24.8589	21.7739	20.4143	19.3150	4.445	1.099	0
24.4293	22.4381	21.4977	21.0679	2.932	0.430	0
23.5143	21.1697	19.7608	18.8833	3.753	0.877	0
21.7774	21.4757	21.5836	21.6313	0.194	-0.048	0
22.9582	22.4951	21.8294	21.4555	1.129	0.374	0
18.9343	17.9795	17.7449	17.6067	1.189	0.138	0
23.2933	21.9768	21.5302	21.2519	1.763	0.278	0
21.3499	20.3609	19.6658	19.4170	1.684	0.249	0
21.9017	20.6778	20.1330	19.8984	1.769	0.235	0
24.1873	23.0106	21.9704	21.5861	2.217	0.384	0
23.8829	20.8391	19.3954	18.8131	4.488	0.582	0
24.1057	22.3868	21.8072	21.3520	2.299	0.455	0
22.1912	21.2560	20.7793	20.4757	1.412	0.304	0
23.1605	21.8858	21.5037	21.2538	1.657	0.250	0
22.6832	21.5748	20.6320	20.2047	2.051	0.427	0
24.0024	22.7550	21.8470	21.8044	2.155	0.043	0
22.7226	21.7734	21.2022	20.8861	1.520	0.316	0
23.8200	21.4770	20.5397	20.0904	3.280	0.449	0
19.3885	18.1003	17.5851	17.3364	1.803	0.249	0
23.3918	22.6003	21.7667	21.5332	1.625	0.234	0
21.8634	20.8200	20.2430	19.7448	1.620	0.498	0
23.5486	22.3265	21.9972	21.7509	1.551	0.246	0
24.3994	22.3951	21.0965	20.3323	3.303	0.764	0
23.9440	21.2143	19.5324	18.9709	4.412	0.562	0
23.0536	20.8485	20.3746	20.0526	2.679	0.322	0
23.5270	22.6123	21.5282	21.1234	1.999	0.405	0
19.6755	18.6001	18.2164	18.0066	1.459	0.210	0
23.8799	22.3262	21.5068	21.1626	2.373	0.344	0
25.3376	20.9772	19.2875	18.6017	6.050	0.686	0
22.8498	21.1368	20.3670	20.0289	2.483	0.338	0
24.3761	22.4866	21.9880	22.0467	2.388	-0.059	0
21.4513	20.8351	20.2776	19.6481	1.174	0.629	0
25.2901	22.0439	20.6902	20.0031	4.600	0.687	0
17.1707	15.9351	16.9280	15.3806	0.243	1.547	0
21.3200	20.3088	20.0581	19.8841	1.262	0.174	0
21.3088	18.5726	17.1938	16.3115	4.115	0.882	0
22.1275	19.7795	18.7929	18.3772	3.335	0.416	0
24.4227	22.0127	21.2262	20.8851	3.197	0.341	0
23.0495	20.5341	19.1551	17.8230	3.894	1.332	0
22.2712	21.2616	20.6523	20.3882	1.619	0.264	0
21.3458	20.1829	19.5087	19.1220	1.837	0.387	0
19.5271	18.3342	18.2311	18.1448	1.296	0.086	0
24.1427	21.0546	19.1503	18.5620	4.992	0.588	0
22.6316	22.2598	21.8232	21.4408	0.808	0.382	0
23.3043	22.4008	21.9948	21.6331	1.309	0.362	0
23.8587	20.6114	19.1170	18.1686	4.742	0.948	0
21.1047	19.8629	19.3675	19.1324	1.737	0.235	0
22.8571	21.8704	21.1359	20.7951	1.721	0.341	0
22.5977	21.8606	21.0044	20.7845	1.593	0.220	0
22.0904	19.8000	18.8600	18.4754	3.230	0.385	0
20.5253	19.4237	19.1141	18.9536	1.411	0.160	0
22.9046	21.8430	21.6295	21.4765	1.275	0.153	0
19.0656	18.1485	17.9050	17.8105	1.161	0.095	0
21.8962	21.2061	20.2945	19.9323	1.602	0.362	0
21.2309	19.8235	19.3067	19.0912	1.924	0.215	0
21.4447	19.2396	18.2453	17.8040	3.199	0.441	0
21.0464	19.7402	19.2124	18.9288	1.834	0.284	0
23.9053	21.1984	19.7954	18.7982	4.110	0.997	0
19.2508	17.8677	17.3788	17.1742	1.872	0.205	0
19.5584	18.1222	17.6020	17.3571	1.956	0.245	0
23.1586	22.0373	21.6632	21.6354	1.495	0.028	0
25.4554	22.6339	21.5955	20.7439	3.860	0.852	0
23.2315	20.8973	19.5070	18.7935	3.725	0.713	0
23.9275	22.6154	21.6175	21.2437	2.310	0.374	0
22.7811	21.5733	21.2007	20.9641	1.580	0.237	0
24.5576	22.5051	21.7655	21.4923	2.792	0.273	0
23.1412	21.9422	21.6612	21.7511	1.480	-0.090	0
23.5662	22.7746	21.8239	21.5193	1.742	0.305	0
22.3959	21.5695	21.2313	21.0136	1.165	0.218	0
22.5977	21.5648	21.4107	21.1181	1.187	0.293	0
24.6280	21.7749	20.4563	19.1958	4.172	1.260	0
22.5452	21.6731	21.3453	21.1049	1.200	0.240	0
22.7217	22.0803	21.7097	21.2882	1.012	0.421	0
19.9857	18.9649	18.6914	18.5609	1.294	0.131	0
22.2880	21.5610	20.8533	20.7691	1.435	0.084	0
23.6649	22.6324	21.9928	21.6723	1.672	0.320	0
22.4233	21.4994	20.4103	19.9465	2.013	0.464	0
21.9228	21.5996	21.1919	20.7063	0.731	0.486	0
22.0960	20.9556	20.4040	20.0958	1.692	0.308	0
24.9726	22.8832	21.8834	20.8436	3.089	1.040	0
24.3823	21.9546	20.7100	20.2710	3.672	0.439	0
20.8533	19.2256	18.4296	18.0596	2.424	0.370	0
21.8222	20.7973	19.4512	18.9132	2.371	0.538	0
22.2671	22.2263	21.9685	21.8934	0.299	0.075	0
23.1135	21.6651	21.1450	20.9284	1.969	0.217	0
23.4576	21.4127	20.0472	19.3360	3.410	0.711	0
24.2307	21.8866	21.1046	20.7766	3.126	0.328	0
23.1245	22.2113	21.4131	21.1487	1.711	0.264	0
21.7415	20.6435	20.4059	20.2440	1.336	0.162	0
23.7431	22.2346	21.1829	20.8830	2.560	0.300	0
21.5348	20.5013	20.1914	20.0727	1.343	0.119	0
21.1579	20.7290	19.9739	19.5745	1.184	0.399	0
22.9561	21.3944	20.7697	20.5088	2.186	0.261	0
24.4206	22.4011	20.9507	20.4308	3.470	0.520	0
19.9532	18.8325	18.4663	18.3132	1.487	0.153	0
24.0543	21.0758	19.6617	18.3604	4.393	1.301	0
21.7871	20.8440	20.5370	20.3107	1.250	0.226	0
22.9365	21.8239	21.3906	21.3519	1.546	0.039	0
21.7988	20.7560	20.5439	20.4382	1.255	0.106	0
24.1262	22.6817	21.7613	21.4883	2.365	0.273	0
20.6020	19.4955	19.2041	19.0399	1.398	0.164	0
22.9926	21.2521	20.5620	20.2744	2.431	0.288	0
22.2075	21.3894	21.1765	21.0593	1.031	0.117	0
19.2316	17.9298	17.4998	17.2997	1.732	0.200	0
23.9742	22.2053	20.8620	20.1611	3.112	0.701	0
24.0078	21.9500	21.0747	20.6034	2.933	0.471	0
24.1852	22.6038	21.7802	21.1179	2.405	0.662	0
16.9357	16.6274	16.4177	14.6401	0.518	1.778	0
22.6110	21.6846	20.8969	20.6683	1.714	0.229	0
23.3611	21.4531	20.2475	19.6660	3.114	0.581	0
22.8777	22.1211	21.5086	21.3054	1.369	0.203	0
23.1742	22.3641	21.6098	21.4100	1.564	0.200	0
23.1124	20.4748	19.1099	18.1880	4.003	0.922	0
23.5626	22.1679	21.9343	21.7313	1.628	0.203	0
20.7101	20.6298	20.5148	20.1591	0.195	0.356	0
20.2638	18.8979	18.1987	17.7982	2.065	0.400	0
21.0404	19.8869	19.3132	18.9443	1.727	0.369	0
23.9264	22.3622	21.9668	21.8459	1.960	0.121	0
24.0593	23.2105	21.8205	21.3610	2.239	0.459	0
22.0956	21.0713	20.3275	20.1442	1.768	0.183	0
21.7935	20.9138	20.6850	20.5216	1.109	0.163	0
23.6086	21.9277	21.0964	20.8845	2.512	0.212	0
