MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
22.7037	21.6205	21.4267	21.2057	1.277	0.221	0
22.8115	22.0185	21.2541	20.9233	1.557	0.331	0
22.9100	21.7275	21.3949	21.0273	1.515	0.368	0
22.2775	20.9372	20.4321	20.1483	1.845	0.284	0
22.5781	21.9191	21.3038	21.2326	1.274	0.071	0
24.3363	21.5785	20.2609	19.6585	4.075	0.602	0
21.0197	18.9767	18.2254	17.9264	2.794	0.299	0
20.1797	19.1798	18.8739	18.6691	1.306	0.205	0
24.8416	22.8169	21.9468	21.5246	2.895	0.422	0
21.0182	19.7519	19.2626	19.0159	1.756	0.247	0
24.3917	22.0957	20.6052	19.8112	3.787	0.794	0
21.9234	20.8583	19.9423	19.5251	1.981	0.417	0
23.0813	21.3668	20.9877	20.5939	2.094	0.394	0
21.0342	19.8349	18.9513	18.5832	2.083	0.368	0
23.6238	21.0403	19.7128	18.9536	3.911	0.759	0
22.6076	21.5101	21.1548	20.9751	1.453	0.180	0
19.8640	18.7319	18.3678	18.2007	1.496	0.167	0
22.8501	21.9246	21.3030	20.9523	1.547	0.351	0
20.7888	19.8699	19.6671	19.4162	1.122	0.251	0
23.7317	21.4165	20.5150	20.1535	3.217	0.361	0
23.3185	20.5221	19.2147	18.2371	4.104	0.978	0
22.8680	21.6440	21.4508	21.2710	1.417	0.180	0
23.7936	22.7077	21.8544	21.4341	1.939	0.420	0
22.9693	22.2954	21.6258	21.6410	1.344	-0.015	0
23.2507	19.8055	18.5683	18.0358	4.682	0.532	0
23.0174	20.3239	18.8949	18.0825	4.123	0.812	0
23.3100	21.8108	20.6941	20.1098	2.616	0.584	0
24.5392	21.5192	20.2578	19.6180	4.281	0.640	0
23.3795	21.8355	20.6774	20.2279	2.702	0.450	0
23.4876	20.6144	19.1728	17.9008	4.315	1.272	0
24.9019	22.3711	21.6341	20.8354	3.268	0.799	0
22.7469	21.6849	21.3649	21.0376	1.382	0.327	0
25.6079	23.2538	21.3898	20.3243	4.218	1.065	0
19.9649	18.9750	18.6222	18.4173	1.343	0.205	0
23.3547	22.5383	21.9793	21.9241	1.375	0.055	0
22.6164	21.4893	21.1469	20.8337	1.469	0.313	0
22.3551	21.3544	20.9316	20.5822	1.424	0.349	0
23.9671	22.4207	21.9058	21.9013	2.061	0.004	0
20.3207	19.2967	19.0501	18.8976	1.271	0.153	0
23.1025	21.9964	21.6435	21.4232	1.459	0.220	0
22.8307	21.5880	20.6285	20.1341	2.202	0.494	0
22.9512	22.1491	21.5698	21.2608	1.381	0.309	0
23.5301	21.1120	19.7267	18.5990	3.803	1.128	0
22.3875	21.4882	20.7989	20.6754	1.589	0.124	0
20.5825	19.5486	19.2832	19.1728	1.299	0.110	0
23.2149	22.7148	21.9661	21.8708	1.249	0.095	0
19.1351	17.7106	17.1998	16.9792	1.935	0.221	0
23.1031	22.0191	21.6108	21.3788	1.492	0.232	0
22.2569	21.5192	20.6976	20.5049	1.559	0.193	0
23.1504	22.2584	21.6963	21.4970	1.454	0.199	0
24.2125	22.9344	21.9675	21.3774	2.245	0.590	0
23.1339	22.7945	21.7323	21.3556	1.402	0.377	0
24.6860	21.5041	20.1704	19.4255	4.516	0.745	0
22.2928	21.3680	21.0975	21.0124	1.195	0.085	0
21.8113	20.7322	19.7846	19.3916	2.027	0.393	0
23.8972	22.2793	21.8878	21.4053	2.009	0.483	0
22.5346	21.8071	21.3842	21.2940	1.150	0.090	0
19.8244	18.8521	18.5747	18.4048	1.250	0.170	0
21.6951	18.8690	17.3809	16.6040	4.314	0.777	0
21.9103	19.1832	17.7626	16.8780	4.148	0.885	0
25.0408	21.9570	20.5920	19.7923	4.449	0.800	0
22.7732	22.0334	21.8232	21.7195	0.950	0.104	0
23.9596	22.4320	21.9995	21.5671	1.960	0.432	0
20.3110	17.7357	17.8401	15.9417	2.471	1.898	0
21.4423	20.1219	19.6251	19.3558	1.817	0.269	0
22.8276	22.0858	21.4004	20.9782	1.427	0.422	0
22.7566	22.3001	21.7653	21.2788	0.991	0.487	0
21.6599	19.3827	18.5059	18.1079	3.154	0.398	0
21.6024	20.2982	19.8107	19.5535	1.792	0.257	0
22.1724	20.6681	19.9629	19.6117	2.209	0.351	0
22.5217	21.1810	20.6619	20.4631	1.860	0.199	0
21.8169	21.4685	21.2034	20.7368	0.614	0.467	0
23.1808	22.1594	21.9627	21.7437	1.218	0.219	0
22.3767	21.2995	20.9860	20.8187	1.391	0.167	0
21.9455	20.9090	20.1171	19.7889	1.828	0.328	0
22.6338	21.4779	20.8931	20.7317	1.741	0.161	0
21.5122	20.7650	19.9652	19.7214	1.547	0.244	0
24.2930	21.4399	20.5737	20.2357	3.719	0.338	0
22.7787	20.1065	18.8995	18.3892	3.879	0.510	0
20.4702	19.2984	18.8986	18.6975	1.572	0.201	0
21.7100	19.0131	17.7373	17.1258	3.973	0.612	0
23.2467	21.6932	21.0719	20.8189	2.175	0.253	0
21.6592	21.5162	21.3134	21.2334	0.346	0.080	0
21.8526	21.4411	20.5433	20.2182	1.309	0.325	0
20.9436	19.9430	19.7184	19.5773	1.225	0.141	0
22.8695	21.7093	20.7731	20.4075	2.096	0.366	0
22.0967	20.9320	20.4940	20.3116	1.603	0.182	0
22.2832	21.5401	20.7764	20.3301	1.507	0.446	0
22.4876	21.7341	21.0764	20.7121	1.411	0.364	0
21.9260	20.8974	20.5391	20.2935	1.387	0.246	0
23.5818	22.1341	21.6327	21.2562	1.949	0.376	0
23.7862	22.7210	21.8365	21.6792	1.950	0.157	0
18.4266	17.2832	16.9155	16.7666	1.511	0.149	0
21.2159	18.9824	18.0200	17.6312	3.196	0.389	0
20.7164	19.3783	18.5224	18.1005	2.194	0.422	0
24.8159	23.0506	21.2941	20.3730	3.522	0.921	0
23.1437	21.4679	20.7747	20.3992	2.369	0.375	0
21.7099	18.6382	17.1259	15.8124	4.584	1.314	0
22.5454	21.0611	20.5065	20.2120	2.039	0.295	0
18.3540	17.3891	17.1667	17.0278	1.187	0.139	0
19.5600	17.5925	16.8473	16.5534	2.713	0.294	0
24.2417	22.3221	21.2045	20.6578	3.037	0.547	0
22.3276	21.8761	21.3229	21.4098	1.005	-0.087	0
21.4509	21.3457	21.2994	21.2332	0.151	0.066	0
20.2932	18.4493	17.5078	17.0764	2.785	0.431	0
23.6621	22.4177	21.3703	20.8952	2.292	0.475	0
20.2983	19.3773	19.0358	18.8772	1.262	0.159	0
22.6281	22.0776	21.3080	20.9782	1.320	0.330	0
23.6011	22.7318	21.9190	21.1377	1.682	0.781	0
19.8616	18.7222	19.0356	19.1794	0.826	-0.144	0
23.6415	21.0915	19.6404	18.8168	4.001	0.824	0
23.8427	22.3115	21.2423	20.7443	2.600	0.498	0
20.4409	18.6356	17.9606	17.7223	2.480	0.238	0
23.4203	22.1917	21.7978	21.8347	1.622	-0.037	0
23.2031	21.9742	20.7470	20.1940	2.456	0.553	0
22.9624	21.8532	21.6196	21.3371	1.343	0.283	0
22.1062	20.9134	20.4668	20.2098	1.639	0.257	0
24.5737	22.9151	21.6996	21.2942	2.874	0.405	0
23.1532	22.3226	21.5109	21.3263	1.642	0.185	0
24.6065	22.6277	21.7720	21.2846	2.835	0.487	0
24.6905	22.4764	21.4766	20.9866	3.214	0.490	0
22.7252	22.5701	21.6971	21.4442	1.028	0.253	0
21.2179	18.5871	17.3313	16.7933	3.887	0.538	0
20.9723	20.0324	19.8103	19.5925	1.162	0.218	0
22.6467	20.3164	19.2983	18.8421	3.348	0.456	0
22.1083	20.7151	20.2638	20.0165	1.844	0.247	0
24.2880	21.6487	20.2324	18.8017	4.056	1.431	0
23.3053	22.4057	21.5757	21.2526	1.730	0.323	0
24.4593	21.4210	20.1504	19.5021	4.309	0.648	0
24.4396	22.0979	21.4778	21.3019	2.962	0.176	0
23.2847	21.1142	20.1730	19.7268	3.112	0.446	0
22.4376	21.4994	21.2245	21.0250	1.213	0.200	0
20.8824	18.1412	16.7164	15.7030	4.166	1.013	0
25.4501	22.2682	21.3909	20.8307	4.059	0.560	0
22.7361	22.3744	21.5801	21.1245	1.156	0.456	0
20.7875	19.8417	19.6472	19.5240	1.140	0.123	0
21.6230	20.4128	19.9679	19.7654	1.655	0.202	0
21.5210	18.8240	17.3960	16.5874	4.125	0.809	0
21.9024	20.8923	20.5557	20.3685	1.347	0.187	0
24.4170	22.7996	21.9674	21.3271	2.450	0.640	0
23.5585	20.6889	19.3853	18.7126	4.173	0.673	0
24.2055	22.4819	21.2038	20.5104	3.002	0.693	0
20.9113	20.4800	19.9590	19.8515	0.952	0.108	0
22.8576	21.5782	21.0615	20.6661	1.796	0.395	0
24.3228	22.8003	21.4698	21.1787	2.853	0.291	0
21.1200	20.1469	19.8026	19.5947	1.317	0.208	0
22.1632	21.3722	20.4374	20.2026	1.726	0.235	0
21.4949	19.4476	18.6328	18.2824	2.862	0.350	0
20.1773	18.4009	17.7846	17.5585	2.393	0.226	0
21.5432	21.6776	21.5944	21.2578	-0.051	0.337	0
20.9973	18.3581	16.9551	16.0262	4.042	0.929	0
24.4675	21.4944	20.2300	19.5716	4.238	0.658	0
24.2168	21.3931	20.2981	19.9345	3.919	0.364	0
21.7892	20.5251	20.0136	19.7697	1.776	0.244	0
22.4280	21.5798	20.9003	20.6329	1.528	0.267	0
23.7043	22.4934	21.8737	21.3675	1.831	0.506	0
23.7671	22.4102	21.4944	21.0488	2.273	0.446	0
21.2726	20.3119	20.0662	19.9170	1.206	0.149	0
20.7592	19.5564	19.1178	18.9036	1.641	0.214	0
22.7970	21.9751	21.7181	21.3801	1.079	0.338	0
19.5945	18.1392	17.6320	17.3895	1.962	0.243	0
22.6496	21.7630	21.1047	20.4434	1.545	0.661	0
23.6809	20.9491	19.7601	19.1070	3.921	0.653	0
24.1726	22.5345	21.9140	21.5543	2.259	0.360	0
21.4900	20.3126	19.8594	19.5624	1.631	0.297	0
23.0482	22.5387	21.6842	20.7838	1.364	0.900	0
23.4379	22.3122	21.6252	21.0596	1.813	0.566	0
25.1705	22.9792	21.2711	20.4677	3.899	0.803	0
23.5773	20.9208	19.6079	18.8949	3.969	0.713	0
22.3170	21.0210	20.7822	20.4486	1.535	0.334	0
20.3842	19.4541	19.3007	19.1648	1.083	0.136	0
23.2138	20.3412	19.0607	17.8535	4.153	1.207	0
22.6029	21.4399	21.0997	20.9296	1.503	0.170	0
23.0952	22.0531	21.6897	21.6390	1.406	0.051	0
19.6249	18.6503	18.4192	18.2987	1.206	0.121	0
21.2086	20.3857	20.0778	19.8758	1.131	0.202	0
23.2156	21.6267	21.3871	21.6624	1.828	-0.275	0
21.5263	20.3244	19.6193	19.1675	1.907	0.452	0
23.4826	22.6469	21.8118	21.6115	1.671	0.200	0
22.3316	21.2605	21.0211	20.8244	1.311	0.197	0
22.9526	21.5011	20.8749	20.6011	2.078	0.274	0
22.0345	19.9198	19.1025	18.7860	2.932	0.317	0
22.5161	21.6352	21.1939	20.9786	1.322	0.215	0
22.3743	20.8522	20.0411	19.7107	2.333	0.330	0
22.9238	22.3576	21.9208	21.7279	1.003	0.193	0
23.1662	22.1061	21.4331	21.0185	1.733	0.415	0
23.0944	22.6263	21.9846	21.5453	1.110	0.439	0
22.5299	19.6836	18.3191	17.3934	4.211	0.926	0
19.1266	17.9710	17.6297	17.4602	1.497	0.170	0
23.2004	22.3676	21.9470	21.7670	1.253	0.180	0
22.9244	21.5867	21.0767	20.7240	1.848	0.353	0
21.5348	18.8052	17.4142	16.7297	4.121	0.684	0
19.3090	18.3217	18.0626	17.9308	1.246	0.132	0
23.7095	22.4402	21.4383	21.0468	2.271	0.391	0
23.3291	22.1973	21.7949	21.7522	1.534	0.043	0
23.6969	22.4087	21.8199	21.6613	1.877	0.159	0
24.5391	22.0656	21.3540	21.0143	3.185	0.340	0
22.8919	22.0785	21.4044	21.3820	1.487	0.022	0
23.9593	22.6207	21.9399	21.3170	2.019	0.623	0
23.2033	21.5718	20.8351	20.4524	2.368	0.383	0
21.8579	19.8983	19.1152	18.8238	2.743	0.291	0
25.3597	19.3126	18.3031	17.7955	7.057	0.508	0
22.6997	20.0561	18.7357	18.0363	3.964	0.699	0
21.3223	19.5689	18.9063	18.6767	2.416	0.230	0
23.1616	21.6336	20.9983	20.7330	2.163	0.265	0
22.5373	21.3948	20.9547	20.5812	1.583	0.374	0
22.4903	21.9051	21.2280	20.9871	1.262	0.241	0
23.2548	22.0707	21.1523	20.5519	2.103	0.600	0
22.7056	21.7985	21.4109	21.0456	1.295	0.365	0
23.0585	22.0871	21.4802	21.1884	1.578	0.292	0
23.3326	21.7862	20.8837	20.5409	2.449	0.343	0
22.0484	20.8660	20.4332	20.2083	1.615	0.225	0
22.3773	21.3174	21.0330	20.7999	1.344	0.233	0
23.6836	21.3171	20.5372	20.3261	3.146	0.211	0
21.8427	20.9655	20.6642	20.5948	1.178	0.069	0
21.1479	19.4305	18.7806	18.5047	2.367	0.276	0
25.4296	20.1236	18.7301	18.3260	6.699	0.404	0
22.6102	21.9092	21.1746	20.6604	1.436	0.514	0
23.2509	22.4458	21.6023	20.8238	1.649	0.779	0
21.1786	19.9929	19.0310	18.5292	2.148	0.502	0
19.2141	17.7119	17.2736	17.1348	1.941	0.139	0
19.0009	17.4712	16.9474	16.7476	2.054	0.200	0
22.2610	22.1706	21.8005	21.6071	0.460	0.193	0
22.7936	20.2145	18.8571	18.0714	3.937	0.786	0
20.3225	19.3421	19.0594	18.9161	1.263	0.143	0
21.8519	21.0268	20.3435	20.1028	1.508	0.241	0
23.8060	22.3704	21.7963	21.9430	2.010	-0.147	0
24.2782	22.6202	21.3393	20.7171	2.939	0.622	0
24.1091	22.5278	21.7156	21.8093	2.394	-0.094	0
17.7690	16.6600	17.7685	16.1668	0.000	1.602	0
23.2604	22.4016	21.5534	21.2323	1.707	0.321	0
23.8125	21.3476	19.9948	18.9815	3.818	1.013	0
23.8134	21.0863	19.7230	18.9354	4.090	0.788	0
23.1015	20.3642	18.8828	18.0316	4.219	0.851	0
24.3551	22.0865	20.8702	20.3166	3.485	0.554	0
21.8532	21.2622	20.8051	20.1797	1.048	0.625	0
22.5571	19.6788	18.2651	17.3334	4.292	0.932	0
24.1093	22.5913	21.9247	21.7887	2.185	0.136	0
24.6408	22.4176	21.2847	20.7984	3.356	0.486	0
22.9110	21.9229	20.9384	20.6872	1.973	0.251	0
21.8414	20.4625	19.8582	19.5369	1.983	0.321	0
23.4613	20.9459	19.6123	19.1330	3.849	0.479	0
21.0148	19.9342	19.6775	19.5482	1.337	0.129	0
25.2707	20.7354	20.1375	19.7878	5.133	0.350	0
23.0119	22.2687	21.9723	21.8047	1.040	0.168	0
22.2082	21.2747	20.8890	20.8131	1.319	0.076	0
23.1220	21.6392	21.2658	21.2195	1.856	0.046	0
20.9181	19.9146	19.6691	19.5994	1.249	0.070	0
23.8705	22.2255	21.1672	20.7324	2.703	0.435	0
23.2154	21.9822	20.8281	20.3907	2.387	0.437	0
21.3280	21.2678	21.1102	20.9123	0.218	0.198	0
21.5970	20.5340	20.2044	20.0575	1.393	0.147	0
21.9934	20.4392	19.7913	19.4842	2.202	0.307	0
23.8178	21.1582	20.0217	19.5964	3.796	0.425	0
22.3000	21.3595	20.9986	20.8427	1.301	0.156	0
23.9157	21.2330	19.8025	19.3397	4.113	0.463	0
22.2437	21.4855	20.7788	20.3373	1.465	0.441	0
23.0311	22.3925	21.8958	21.4816	1.135	0.414	0
19.4766	18.4325	18.1242	17.9779	1.352	0.146	0
20.3607	19.3601	18.9969	18.8293	1.364	0.168	0
17.0383	15.8741	17.0810	15.3839	-0.043	1.697	0
20.1501	19.0865	18.7986	18.6692	1.352	0.129	0
24.7770	22.7531	21.5732	21.0065	3.204	0.567	0
18.9785	17.6357	17.1183	16.9190	1.860	0.199	0
20.0384	18.2189	17.5683	17.3152	2.470	0.253	0
20.8024	19.8177	19.5623	19.3832	1.240	0.179	0
24.9423	22.3313	21.7320	21.2139	3.210	0.518	0
21.0213	20.3326	19.5337	19.1439	1.488	0.390	0
21.4022	18.8013	17.5946	17.0982	3.808	0.496	0
22.9249	22.6310	21.6116	21.0920	1.313	0.520	0
23.2155	22.0494	21.3618	21.3098	1.854	0.052	0
24.2330	22.4833	21.8392	21.3902	2.394	0.449	0
23.7221	22.7594	21.9352	20.8977	1.787	1.038	0
25.4720	23.0247	21.5196	20.5241	3.952	0.996	0
23.8071	22.3443	21.4991	20.8771	2.308	0.622	0
24.1999	22.9092	21.9369	21.0800	2.263	0.857	0
22.7238	21.3856	20.9350	20.5927	1.789	0.342	0
23.8744	22.2419	21.3942	21.4838	2.480	-0.090	0
21.7598	20.7954	20.3725	20.0762	1.387	0.296	0
24.2399	21.1867	20.0091	19.5441	4.231	0.465	0
20.9574	20.0576	19.8131	19.6447	1.144	0.168	0
22.2902	21.2808	21.0142	20.8860	1.276	0.128	0
24.0333	22.0232	21.3977	21.0531	2.636	0.345	0
24.1116	22.6907	21.9746	21.3806	2.137	0.594	0
22.2529	21.3263	20.5604	20.1488	1.692	0.412	0
22.7111	22.0167	21.1446	20.7084	1.566	0.436	0
20.5393	20.4908	20.1095	19.8778	0.430	0.232	0
21.7031	21.1852	20.7360	20.6359	0.967	0.100	0
24.0013	22.2740	21.2495	20.6726	2.752	0.577	0
18.9162	17.7000	17.3027	17.1136	1.614	0.189	0
22.5478	21.7699	21.0768	20.5927	1.471	0.484	0
24.0356	21.8848	21.2881	20.9903	2.748	0.298	0
23.6094	22.0759	21.7163	21.5095	1.893	0.207	0
20.7353	19.4988	19.0084	18.7357	1.727	0.273	0
25.4687	23.3732	21.8880	21.5345	3.581	0.354	0
23.5396	20.4211	18.9839	18.0768	4.556	0.907	0
18.3479	17.0398	16.4338	16.0616	1.914	0.372	0
22.2643	20.8366	20.2219	19.9461	2.042	0.276	0
21.6630	20.8525	20.5451	20.3543	1.118	0.191	0
22.3508	21.3058	21.0742	20.9278	1.277	0.146	0
22.5073	21.8046	21.3190	21.1570	1.188	0.162	0
24.3094	21.7700	20.6133	20.1503	3.696	0.463	0
21.7035	20.7688	20.3132	20.1055	1.390	0.208	0
22.9741	20.6380	18.9397	18.3629	4.034	0.577	0
23.2928	20.6242	19.2130	18.0108	4.080	1.202	0
23.8707	21.5244	20.8003	20.1751	3.070	0.625	0
23.6266	21.6813	21.0788	20.7481	2.548	0.331	0
22.9181	20.1198	18.7850	17.8246	4.133	0.960	0
22.5072	21.4158	21.0740	20.9500	1.433	0.124	0
21.9332	20.8475	20.6208	20.5442	1.312	0.077	0
21.0482	18.3859	17.2389	16.8081	3.809	0.431	0
21.7486	20.7681	20.5595	20.3486	1.189	0.211	0
21.4642	19.6496	18.8943	18.5448	2.570	0.350	0
22.0833	20.9615	20.7187	20.4699	1.365	0.249	0
22.3816	21.5365	21.1914	20.8646	1.190	0.327	0
23.3823	22.6033	21.9521	21.7101	1.430	0.242	0
24.6820	21.2845	19.9209	19.1633	4.761	0.758	0
23.0569	22.0937	20.9152	20.4186	2.142	0.497	0
24.8950	22.5235	21.6167	21.2172	3.278	0.399	0
23.8065	22.7136	21.2372	20.7049	2.569	0.532	0
22.2420	21.3402	21.1109	21.1138	1.131	-0.003	0
23.4965	21.9943	21.4508	21.1161	2.046	0.335	0
24.6365	21.0211	19.8007	19.3826	4.836	0.418	0
23.8354	22.9692	21.9688	21.3718	1.867	0.597	0
21.1126	20.0496	19.8839	19.7783	1.229	0.106	0
24.3548	22.4796	21.8364	21.7331	2.518	0.103	0
22.5453	22.2010	21.3162	21.0112	1.229	0.305	0
24.6072	22.6203	21.7521	21.4045	2.855	0.348	0
22.7197	22.0316	20.9287	20.5520	1.791	0.377	0
22.5474	21.6714	21.4699	21.4338	1.077	0.036	0
23.0666	22.1294	21.0425	20.4140	2.024	0.628	0
21.1494	19.3929	18.5319	18.0551	2.618	0.477	0
21.9842	20.6419	20.1223	19.9150	1.862	0.207	0
22.4217	22.0027	21.2086	20.8049	1.213	0.404	0
22.7635	21.7873	21.5438	21.4010	1.220	0.143	0
23.5151	19.8133	18.7367	18.1714	4.778	0.565	0
22.8102	20.6323	19.7222	19.3528	3.088	0.369	0
22.4952	20.1415	19.2010	18.8215	3.294	0.379	0
19.6795	18.6757	18.3832	18.1961	1.296	0.187	0
22.8986	19.9394	18.4876	17.4365	4.411	1.051	0
23.9437	22.4978	21.5768	21.2713	2.367	0.306	0
24.8287	24.5070	21.8796	21.7392	2.949	0.140	0
22.5910	21.6567	20.9314	20.5023	1.660	0.429	0
23.3125	20.3331	18.9887	18.3954	4.324	0.593	0
21.3024	19.4226	18.7341	18.4414	2.568	0.293	0
22.5537	21.5614	20.4136	19.9687	2.140	0.445	0
25.4637	21.3834	20.8666	23.3830	4.597	-2.516	0
23.6922	22.3644	21.7494	21.3348	1.943	0.415	0
22.8035	21.7132	21.4002	21.0824	1.403	0.318	0
24.2964	22.3852	21.8040	21.4917	2.492	0.312	0
23.5211	22.7930	21.7223	21.1415	1.799	0.581	0
22.8890	20.6518	19.4964	18.8940	3.393	0.602	0
20.8010	19.2299	18.6873	18.4560	2.114	0.231	0
23.0583	22.0752	21.6422	20.9126	1.416	0.730	0
23.1566	22.1049	21.7334	21.7061	1.423	0.027	0
23.9435	22.9246	21.9539	21.4626	1.990	0.491	0
23.7522	22.1302	21.3309	20.9436	2.421	0.387	0
24.0764	20.9215	19.5522	18.7140	4.524	0.838	0
23.9447	22.3607	21.9649	21.6415	1.980	0.323	0
21.8602	18.9818	17.5913	16.8508	4.269	0.740	0
23.3784	22.1701	21.3382	20.7694	2.040	0.569	0
22.2647	22.0903	21.5055	21.1990	0.759	0.307	0
23.3795	20.5576	19.2683	18.6613	4.111	0.607	0
21.7332	20.7953	19.8151	19.4553	1.918	0.360	0
23.8013	22.1444	21.2650	21.0025	2.536	0.262	0
21.6945	21.5113	21.4387	21.1517	0.256	0.287	0
23.1696	22.4156	21.6059	21.4001	1.564	0.206	0
22.0195	21.4095	20.7882	20.7788	1.231	0.009	0
23.6334	20.9644	19.5411	18.3449	4.092	1.196	0
25.4756	23.1517	21.8847	21.1398	3.591	0.745	0
22.7059	21.1433	19.8781	19.3542	2.828	0.524	0
23.8402	21.9057	21.0402	20.4452	2.800	0.595	0
23.1988	22.1778	21.2080	20.6176	1.991	0.590	0
21.4252	20.7574	20.5207	20.3800	0.904	0.141	0
21.1536	19.8826	19.4334	19.1372	1.720	0.296	0
22.7949	21.9551	21.8843	21.3166	0.911	0.568	0
21.5454	21.4592	21.2745	21.2035	0.271	0.071	0
22.0613	21.1558	20.9344	20.6939	1.127	0.241	0
24.7692	22.1162	20.7221	19.7591	4.047	0.963	0
22.3503	19.5455	18.0379	16.5261	4.312	1.512	0
23.9803	22.3084	21.6050	21.1686	2.375	0.436	0
22.5582	20.0806	19.0266	18.5799	3.532	0.447	0
23.3953	22.2788	21.2182	20.9159	2.177	0.302	0
23.9113	22.1628	21.5135	21.5728	2.398	-0.059	0
23.7894	21.6414	20.6920	20.2368	3.097	0.455	0
24.1587	21.5480	20.3768	19.9107	3.782	0.466	0
22.8725	21.7462	21.3117	21.0388	1.561	0.273	0
19.2110	18.1260	17.7209	17.5144	1.490	0.206	0
21.4891	19.7637	19.1252	18.8798	2.364	0.245	0
23.8415	21.4769	20.1660	19.5795	3.675	0.587	0
23.9970	22.4481	21.8388	21.2600	2.158	0.579	0
23.5809	22.3975	21.7566	21.1593	1.824	0.597	0
24.9546	22.5352	21.7993	21.5130	3.155	0.286	0
22.9757	22.0152	21.8205	21.5089	1.155	0.312	0
20.8026	19.8238	19.5298	19.4154	1.273	0.114	0
22.1119	21.1695	20.7421	20.4921	1.370	0.250	0
24.3142	22.6141	21.7453	21.3584	2.569	0.387	0
20.0604	18.3955	17.7634	17.4961	2.297	0.267	0
24.0579	22.6676	21.6851	21.2144	2.373	0.471	0
25.2198	22.0289	20.4775	19.8690	4.742	0.609	0
21.6346	18.7718	17.3282	16.0355	4.306	1.293	0
22.6979	22.3209	21.9013	21.4308	0.797	0.471	0
23.3418	21.7287	21.2363	21.0124	2.106	0.224	0
21.3334	20.9051	20.8704	20.4360	0.463	0.434	0
22.8413	22.5116	21.8347	21.6540	1.007	0.181	0
18.7269	16.9785	17.7776	16.0727	0.949	1.705	0
23.1273	21.5629	20.5713	20.1993	2.556	0.372	0
18.3193	17.2066	16.8644	16.7293	1.455	0.135	0
23.2847	22.0972	21.9372	21.9108	1.347	0.026	0
21.1134	20.0398	19.8167	19.6600	1.297	0.157	0
23.2049	21.3850	20.3049	19.8329	2.900	0.472	0
22.2452	21.5931	20.5100	19.9909	1.735	0.519	0
20.9528	19.9412	19.7231	19.5706	1.230	0.153	0
21.2791	19.0808	18.2007	17.8719	3.078	0.329	0
21.0560	19.9458	19.6808	19.4962	1.375	0.185	0
21.8116	20.3172	19.7702	19.5114	2.041	0.259	0
22.6890	21.7272	21.4188	21.3118	1.270	0.107	0
24.7034	22.8576	21.6787	21.0423	3.025	0.636	0
22.6823	22.2963	21.5183	21.2870	1.164	0.231	0
23.9823	21.7066	20.6324	20.1705	3.350	0.462	0
24.8159	22.6818	21.4026	21.3528	3.413	0.050	0
24.1516	21.4178	20.0194	19.5455	4.132	0.474	0
22.5797	21.9878	21.4595	21.3057	1.120	0.154	0
21.8774	19.2931	18.1907	17.7346	3.687	0.456	0
23.4094	22.0533	21.2338	21.0300	2.176	0.204	0
22.4047	21.1540	20.7389	20.5319	1.666	0.207	0
23.9667	22.1761	21.3155	21.0855	2.651	0.230	0
25.2469	21.6167	20.7830	20.4851	4.464	0.298	0
22.7328	21.6282	21.3151	21.1746	1.418	0.140	0
22.9832	22.0791	21.6142	24.1447	1.369	-2.530	0
22.0997	21.0636	20.6363	20.3023	1.463	0.334	0
23.5344	22.3767	21.7309	21.4737	1.804	0.257	0
24.8190	22.1246	21.6730	21.3874	3.146	0.286	0
24.2644	22.4383	21.7932	21.4750	2.471	0.318	0
22.7398	21.6947	21.4272	21.4448	1.313	-0.018	0
23.5484	22.4659	21.8626	21.5573	1.686	0.305	0
21.9389	21.0302	20.7990	20.6980	1.140	0.101	0
25.0707	22.8126	21.8666	21.2664	3.204	0.600	0
22.4040	21.3516	20.8807	20.7396	1.523	0.141	0
23.1373	21.7795	20.7902	20.3778	2.347	0.412	0
22.4017	20.6852	19.8332	19.4650	2.568	0.368	0
24.2678	22.5862	21.8936	21.6173	2.374	0.276	0
24.7592	22.4188	20.5884	19.9219	4.171	0.667	0
22.5839	21.5607	21.2693	21.1812	1.315	0.088	0
21.2316	20.2946	20.0731	19.9250	1.159	0.148	0
22.0343	21.0521	19.9778	19.5845	2.056	0.393	0
24.0042	21.3862	20.1722	19.4543	3.832	0.718	0
22.2621	20.7257	19.9488	19.5619	2.313	0.387	0
22.9164	20.5122	19.2560	18.5834	3.660	0.673	0
23.0485	22.0118	21.6411	21.5453	1.407	0.096	0
22.6862	22.2914	21.4372	21.1051	1.249	0.332	0
24.3785	21.5075	20.7898	20.5010	3.589	0.289	0
24.1371	22.3279	21.7153	21.2570	2.422	0.458	0
20.3896	19.3866	19.0339	18.8616	1.356	0.172	0
20.3886	19.0455	18.6058	18.4228	1.783	0.183	0
23.6505	22.7166	21.7898	21.1971	1.861	0.593	0
23.6784	20.2781	18.7793	18.2182	4.899	0.561	0
24.3424	22.6539	21.7879	21.2730	2.554	0.515	0
21.9154	20.8747	20.6673	20.5115	1.248	0.156	0
22.0017	21.1822	20.9922	20.7246	1.009	0.268	0
22.1810	20.8258	20.2393	19.9155	1.942	0.324	0
14.6387	14.9634	14.8132	14.1959	-0.175	0.617	0
24.9264	21.8299	20.7293	20.2780	4.197	0.451	0
